,date_sold,price,house_id,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
222,2014-09-04,527000.0,626059335,223,4,2,2330.0,19436.0,2,0,0,3,8,2330.0,0.0,1987.0,0.0,98011,47.7663,-122.215,1910.0,10055.0
223,2014-09-18,325000.0,1922059282,224,3,2,2220.0,16020.0,1,0,0,4,8,1780.0,440.0,1966.0,0.0,98030,47.3758,-122.217,2080.0,9583.0
224,2014-09-03,328000.0,705700390,225,3,2,2020.0,8379.0,2,0,0,3,7,2020.0,0.0,1994.0,0.0,98038,47.3828,-122.023,2020.0,8031.0
228,2015-01-15,235000.0,722059070,229,3,1,1430.0,15246.0,1,0,0,4,7,980.0,450.0,1961.0,0.0,98031,47.4075,-122.214,1960.0,13068.0
229,2015-03-03,516500.0,7202340400,230,3,2,1480.0,4729.0,2,0,0,3,7,1480.0,0.0,2004.0,0.0,98053,47.6794,-122.034,2250.0,4729.0
230,2015-04-13,655000.0,8096000060,231,2,1,1450.0,15798.0,2,1,4,3,7,1230.0,220.0,1915.0,19780.0,98166,47.4497,-122.375,2030.0,13193.0
231,2014-06-16,500000.0,2424000060,232,4,2,2280.0,15347.0,1,0,0,5,7,2280.0,0.0,1960.0,0.0,98059,47.5218,-122.164,2280.0,15347.0
232,2014-11-21,315000.0,9264902050,233,6,2,2940.0,7350.0,1,0,0,3,8,1780.0,1160.0,1978.0,0.0,98023,47.3103,-122.339,2120.0,8236.0
233,2014-11-20,213000.0,943100260,234,2,1,1000.0,10200.0,1,0,0,3,6,1000.0,0.0,1961.0,0.0,98024,47.5687,-121.899,1150.0,13702.0
235,2014-06-10,1030000.0,1762600320,236,5,4,3760.0,28040.0,2,0,0,3,10,3760.0,0.0,1983.0,0.0,98033,47.6489,-122.183,3430.0,35096.0
236,2015-04-09,416000.0,4058000060,237,3,2,2220.0,94300.0,1,0,0,5,7,1640.0,580.0,1976.0,0.0,98010,47.3459,-121.95,2070.0,80100.0
237,2015-03-20,410000.0,7228500560,238,4,1,1970.0,4740.0,1,0,0,3,7,1670.0,300.0,1904.0,20050.0,98122,47.6136,-122.303,1510.0,4740.0
238,2014-07-01,800000.0,326069104,239,3,3,3830.0,221284.0,2,0,0,3,10,3530.0,300.0,1993.0,0.0,98077,47.7641,-122.023,2920.0,148539.0
239,2014-05-29,472000.0,5152100060,240,6,2,4410.0,14034.0,1,0,2,4,9,2350.0,2060.0,1965.0,0.0,98003,47.3376,-122.324,2600.0,13988.0
240,2014-12-08,225000.0,3584000310,241,3,1,1430.0,8505.0,1,0,0,4,7,1430.0,0.0,1968.0,0.0,98003,47.3173,-122.319,1190.0,8640.0
241,2014-10-01,210000.0,8150100045,242,2,1,830.0,6000.0,1,0,0,3,6,830.0,0.0,1940.0,0.0,98126,47.5308,-122.376,830.0,4960.0
242,2015-01-27,455000.0,1868901275,243,2,1,1430.0,5000.0,1,0,0,2,7,1430.0,0.0,1925.0,0.0,98115,47.6727,-122.299,1450.0,3750.0
243,2015-04-27,225000.0,6131600075,244,3,1,1300.0,8316.0,1,0,0,4,6,1300.0,0.0,1954.0,0.0,98002,47.3221,-122.216,1260.0,8316.0
244,2014-08-26,480000.0,9468200125,245,2,1,1030.0,3060.0,1,0,2,4,7,790.0,240.0,1918.0,0.0,98103,47.6779,-122.353,1390.0,3060.0
245,2015-02-12,363000.0,8029510030,246,3,2,2740.0,11872.0,2,0,0,3,9,2740.0,0.0,1990.0,0.0,98023,47.3076,-122.395,2570.0,10377.0
246,2014-09-29,2400000.0,2025069065,247,4,2,3650.0,8354.0,1,1,4,3,9,1830.0,1820.0,2000.0,0.0,98074,47.6338,-122.072,3120.0,18841.0
247,2015-02-26,181000.0,7899800890,248,2,1,720.0,5120.0,1,0,0,3,6,720.0,0.0,1954.0,0.0,98106,47.5218,-122.357,1150.0,2566.0
249,2015-04-22,481000.0,3797001895,250,3,1,1560.0,3000.0,1,0,0,4,6,770.0,790.0,1918.0,0.0,98103,47.6846,-122.345,1390.0,3000.0
250,2014-09-23,260000.0,3832710960,251,3,2,1810.0,7209.0,1,0,0,4,7,1240.0,570.0,1978.0,0.0,98032,47.3656,-122.278,1750.0,7209.0
251,2014-05-13,455000.0,1310430400,252,4,2,3360.0,7685.0,2,0,0,3,9,3360.0,0.0,2001.0,0.0,98058,47.4369,-122.111,3060.0,6567.0
252,2015-04-01,415000.0,1422300030,253,3,2,1510.0,36224.0,2,0,0,3,8,1510.0,0.0,1991.0,0.0,98045,47.4616,-121.711,1730.0,36224.0
253,2015-04-21,349500.0,1105000588,254,3,1,1400.0,3538.0,1,0,0,3,7,800.0,600.0,1953.0,0.0,98118,47.5405,-122.27,1620.0,6331.0
254,2014-09-29,245000.0,3830630060,255,3,2,1730.0,7442.0,2,0,0,3,7,1730.0,0.0,1987.0,0.0,98030,47.3507,-122.178,1630.0,6458.0
255,2014-05-19,592500.0,5101404898,256,2,2,1420.0,9191.0,1,0,2,5,7,1420.0,0.0,1928.0,0.0,98115,47.6979,-122.32,1420.0,6816.0
256,2014-10-20,385000.0,7972601890,257,4,1,2360.0,7620.0,1,0,0,4,7,1180.0,1180.0,1955.0,0.0,98106,47.5278,-122.345,1910.0,7620.0
257,2015-02-11,315000.0,5127001620,258,3,1,1580.0,11455.0,1,0,0,4,7,1200.0,380.0,1974.0,0.0,98059,47.4756,-122.147,1550.0,10650.0
261,2014-10-24,237000.0,8644000060,262,3,1,1270.0,8470.0,1,0,0,4,7,1270.0,0.0,1960.0,0.0,98198,47.4207,-122.29,1600.0,8470.0
262,2014-12-16,525000.0,3325069129,263,3,2,2100.0,40510.0,2,0,0,3,10,1320.0,780.0,1979.0,0.0,98074,47.6154,-122.047,2380.0,33450.0
263,2015-04-28,425000.0,1400300055,264,2,1,770.0,5040.0,1,0,0,3,5,770.0,0.0,1930.0,0.0,98144,47.5964,-122.299,1330.0,2580.0
264,2014-10-27,369900.0,2123039032,265,1,0,760.0,10079.0,1,1,4,5,5,760.0,0.0,1936.0,0.0,98070,47.4683,-122.438,1230.0,14267.0
265,2014-05-19,290000.0,8078560140,266,4,2,1700.0,7280.0,2,0,0,4,7,1700.0,0.0,1988.0,0.0,98031,47.4045,-122.171,1950.0,7475.0
266,2014-09-29,285000.0,3438500192,267,3,1,1120.0,10701.0,1,0,0,3,7,1120.0,0.0,1954.0,0.0,98106,47.5544,-122.358,1130.0,6350.0
267,2014-08-14,415000.0,7974200510,268,2,1,1070.0,4500.0,1,0,0,3,7,1070.0,0.0,1937.0,0.0,98115,47.6802,-122.29,1320.0,4465.0
268,2015-04-09,272500.0,2557000400,269,3,2,2070.0,9900.0,1,0,0,3,8,1420.0,650.0,1979.0,0.0,98023,47.2988,-122.371,2070.0,8250.0
272,2014-10-17,210000.0,1745100140,273,3,1,1700.0,11390.0,1,0,0,4,7,1700.0,0.0,1967.0,0.0,98003,47.3271,-122.323,1350.0,8164.0
274,2014-11-24,331000.0,4235400186,275,3,1,1080.0,1306.0,1,0,0,3,7,580.0,500.0,1954.0,20030.0,98199,47.6601,-122.4,1440.0,2225.0
275,2015-03-20,365000.0,4215100060,276,3,2,2653.0,4510.0,2,0,0,3,8,2653.0,0.0,2006.0,0.0,98031,47.4145,-122.166,2653.0,4927.0
277,2014-11-13,770000.0,1126049053,278,4,2,3820.0,26300.0,2,0,0,3,9,2850.0,970.0,2014.0,0.0,98028,47.7618,-122.261,1860.0,12136.0
279,2015-05-05,405000.0,9412900055,280,3,1,2390.0,6000.0,1,0,0,3,6,1240.0,1150.0,1908.0,0.0,98118,47.5362,-122.268,2020.0,6000.0
281,2015-02-27,170000.0,6874200960,282,2,1,860.0,5265.0,1,0,0,3,6,860.0,0.0,1931.0,0.0,98178,47.5048,-122.272,1650.0,8775.0
282,2015-05-13,2050000.0,7424700045,283,5,3,3830.0,8480.0,2,0,1,5,9,2630.0,1200.0,1905.0,19940.0,98122,47.6166,-122.287,3050.0,7556.0
283,2014-06-30,780000.0,7202360350,284,4,2,3500.0,7048.0,2,0,0,3,9,3500.0,0.0,2005.0,0.0,98053,47.6811,-122.025,3920.0,7864.0
284,2015-04-10,330000.0,5634500392,285,3,3,2420.0,13959.0,1,0,0,4,8,1740.0,680.0,1988.0,0.0,98028,47.7486,-122.23,2570.0,13300.0
285,2014-09-05,370000.0,1509500060,286,4,2,2720.0,8666.0,2,0,0,3,9,2720.0,0.0,1992.0,0.0,98030,47.3846,-122.169,2410.0,8100.0
286,2014-10-17,467000.0,7214810350,287,5,2,2500.0,13500.0,1,0,0,3,7,1850.0,650.0,1979.0,0.0,98072,47.7564,-122.144,2300.0,9750.0
288,2014-07-02,675000.0,9552700140,289,5,2,2900.0,10300.0,1,0,0,3,8,1450.0,1450.0,1985.0,0.0,98006,47.5461,-122.151,2310.0,10300.0
289,2014-08-12,500000.0,2200500350,290,2,1,1640.0,14100.0,1,0,0,4,7,1140.0,500.0,1954.0,0.0,98006,47.5712,-122.143,1520.0,13527.0
291,2015-02-24,630000.0,6619910140,292,4,1,2950.0,9025.0,1,0,2,4,8,1780.0,1170.0,1975.0,0.0,98034,47.7128,-122.223,2120.0,9600.0
292,2014-10-22,360000.0,1115450240,293,4,2,2160.0,9528.0,2,0,0,3,9,2160.0,0.0,1992.0,0.0,98001,47.3341,-122.255,2280.0,9937.0
293,2014-10-02,580000.0,6073240060,294,4,3,3280.0,11060.0,2,0,0,3,8,2270.0,1010.0,1986.0,0.0,98056,47.5399,-122.181,2320.0,11004.0
294,2014-07-09,550000.0,9297300045,295,3,2,1970.0,4166.0,2,0,3,5,8,1270.0,700.0,1929.0,0.0,98126,47.5717,-122.375,2390.0,4166.0
295,2014-07-10,879000.0,9510920070,296,4,2,3360.0,22111.0,2,0,0,3,10,3360.0,0.0,1994.0,0.0,98075,47.5951,-122.017,3150.0,11374.0
298,2014-06-02,404000.0,600000152,299,3,1,2030.0,8880.0,1,0,0,3,7,1330.0,700.0,1963.0,0.0,98108,47.5586,-122.311,2140.0,5592.0
299,2014-05-29,267500.0,1840000030,300,3,1,1590.0,11914.0,1,0,2,3,7,1090.0,500.0,1957.0,0.0,98188,47.4427,-122.274,1630.0,9052.0
300,2014-06-24,3080000.0,3225069065,301,4,5,4550.0,18641.0,1,1,4,3,10,2600.0,1950.0,2002.0,0.0,98074,47.6053,-122.077,4550.0,19508.0
301,2014-08-11,335000.0,3260800030,302,3,2,2440.0,7632.0,2,0,0,3,8,2440.0,0.0,1998.0,0.0,98003,47.3494,-122.301,2510.0,7903.0
303,2015-04-01,208633.0,5104530560,304,3,2,2040.0,3810.0,2,0,0,3,8,2040.0,0.0,2006.0,0.0,98038,47.3537,-122.0,2370.0,4590.0
304,2015-01-15,315000.0,4330600350,305,3,2,2200.0,8750.0,1,0,0,4,7,1120.0,1080.0,1964.0,0.0,98166,47.476,-122.337,1460.0,10139.0
305,2015-02-17,725000.0,5016001535,306,3,1,1920.0,3300.0,1,0,0,4,8,960.0,960.0,1913.0,0.0,98112,47.6239,-122.298,1740.0,4000.0
306,2015-04-03,550000.0,7280300196,307,4,2,1800.0,7750.0,1,0,0,4,8,1400.0,400.0,1965.0,0.0,98177,47.7776,-122.384,1800.0,8275.0
308,2015-02-28,550700.0,7171200445,309,2,1,1010.0,5000.0,1,0,0,4,6,1010.0,0.0,1908.0,0.0,98105,47.6692,-122.297,1460.0,5000.0
311,2014-10-23,201000.0,7994700030,312,5,1,1660.0,78408.0,1,0,0,3,6,1660.0,0.0,1915.0,0.0,98065,47.529,-121.837,1660.0,78408.0
312,2014-05-02,2380000.0,1860600135,313,5,2,3650.0,9050.0,2,0,4,5,10,3370.0,280.0,1921.0,0.0,98119,47.6345,-122.367,2880.0,5400.0
313,2014-06-18,1380000.0,4139480200,314,4,3,4290.0,12103.0,1,0,3,3,11,2690.0,1600.0,1997.0,0.0,98006,47.5503,-122.102,3860.0,11244.0
314,2014-12-09,1400000.0,4139480200,315,4,3,4290.0,12103.0,1,0,3,3,11,2690.0,1600.0,1997.0,0.0,98006,47.5503,-122.102,3860.0,11244.0
315,2014-11-05,305000.0,1328320800,316,4,2,1950.0,7700.0,1,0,0,3,8,1350.0,600.0,1979.0,0.0,98058,47.4441,-122.125,2150.0,7350.0
316,2015-04-08,487000.0,7771300125,317,3,2,2590.0,14052.0,1,0,0,5,8,1720.0,870.0,1948.0,0.0,98133,47.7357,-122.333,1570.0,8162.0
317,2015-05-11,390000.0,3422059208,318,3,2,1930.0,64904.0,1,0,0,4,8,1930.0,0.0,1988.0,0.0,98042,47.346,-122.157,2350.0,57500.0
319,2014-11-22,268750.0,4337000335,320,4,1,800.0,8775.0,1,0,0,3,6,800.0,0.0,1943.0,0.0,98166,47.48,-122.336,1310.0,8775.0
320,2014-05-13,819900.0,325059286,321,5,2,3150.0,7119.0,2,0,0,3,9,3150.0,0.0,2013.0,0.0,98052,47.6759,-122.151,1560.0,8384.0
321,2014-10-23,520000.0,2597650240,322,3,2,2030.0,16200.0,2,0,0,3,8,2030.0,0.0,1984.0,0.0,98027,47.5162,-122.057,2660.0,17958.0
322,2014-07-21,230000.0,3353400435,323,3,2,1450.0,11204.0,1,0,0,3,7,1450.0,0.0,2003.0,0.0,98001,47.2639,-122.252,1520.0,9518.0
323,2015-02-02,240000.0,7972000240,324,3,1,1510.0,10248.0,1,0,0,3,7,1510.0,0.0,1969.0,0.0,98023,47.2929,-122.371,1510.0,9753.0
324,2014-09-05,232000.0,7520000520,325,2,1,1240.0,12092.0,1,0,0,3,6,960.0,280.0,1922.0,19840.0,98146,47.4957,-122.352,1820.0,7460.0
325,2015-03-11,240500.0,7520000520,326,2,1,1240.0,12092.0,1,0,0,3,6,960.0,280.0,1922.0,19840.0,98146,47.4957,-122.352,1820.0,7460.0
326,2014-10-27,274975.0,3530210260,327,3,2,3030.0,45004.0,2,0,0,3,9,3030.0,0.0,1987.0,0.0,98077,47.7721,-122.093,3080.0,35781.0
328,2015-04-28,186375.0,1665400045,329,3,1,1000.0,7636.0,1,0,0,2,7,1000.0,0.0,1952.0,0.0,98166,47.472,-122.344,1150.0,7600.0
329,2014-07-25,790000.0,9542850320,330,3,2,2370.0,10289.0,1,0,0,4,9,1590.0,780.0,1977.0,0.0,98005,47.592,-122.166,2500.0,10004.0
331,2015-04-16,279000.0,2946001550,332,6,1,2240.0,11180.0,2,0,0,4,7,2240.0,0.0,1955.0,0.0,98198,47.42,-122.323,1590.0,7955.0
332,2014-07-29,295000.0,8078490390,333,3,2,1810.0,10530.0,1,0,2,3,8,1810.0,0.0,1991.0,0.0,98022,47.1913,-122.012,1910.0,10450.0
333,2015-04-08,640000.0,9550201550,334,2,1,1070.0,5000.0,1,0,0,3,7,1070.0,0.0,1924.0,0.0,98103,47.6666,-122.331,1710.0,5000.0
335,2014-10-07,260000.0,5009600070,336,4,2,1960.0,5238.0,2,0,0,3,7,1960.0,0.0,2003.0,0.0,98038,47.3483,-122.052,1800.0,5894.0
337,2014-07-22,791500.0,2877103726,338,4,2,1510.0,3500.0,1,0,0,5,7,1510.0,0.0,1911.0,0.0,98103,47.6794,-122.357,1820.0,3750.0
339,2015-05-01,245000.0,4268200055,340,3,1,1740.0,11547.0,1,0,0,3,7,1740.0,0.0,1954.0,0.0,98178,47.4945,-122.22,880.0,78408.0
340,2015-04-24,485000.0,3126069068,341,4,1,2560.0,43995.0,2,0,0,4,7,2560.0,0.0,1962.0,0.0,98052,47.6945,-122.093,2560.0,14764.0
342,2014-09-09,425000.0,6414100671,343,3,1,2500.0,6840.0,1,0,0,3,8,1300.0,1200.0,1957.0,0.0,98125,47.7222,-122.32,1580.0,8691.0
343,2014-10-17,309600.0,7004200060,344,4,1,1275.0,20000.0,1,0,0,4,6,1275.0,0.0,1991.0,0.0,98070,47.3796,-122.49,1660.0,20000.0
347,2014-12-05,320000.0,4048400070,348,2,1,1070.0,32633.0,1,0,0,4,6,1070.0,0.0,1930.0,0.0,98059,47.4716,-122.078,1360.0,32156.0
348,2014-10-21,206600.0,808000070,349,3,2,1390.0,13464.0,1,0,0,4,7,1390.0,0.0,1987.0,0.0,98030,47.3581,-122.173,1720.0,12080.0
349,2015-04-16,387000.0,7374200030,350,4,1,2500.0,7690.0,1,0,0,3,7,1250.0,1250.0,1973.0,0.0,98155,47.7713,-122.307,2040.0,8646.0
351,2014-09-22,855000.0,2757000030,352,4,2,2270.0,10460.0,2,0,0,3,9,2270.0,0.0,1965.0,0.0,98040,47.5603,-122.222,2610.0,10180.0
352,2015-01-26,315000.0,616000140,353,3,1,1900.0,14400.0,1,0,0,4,7,1300.0,600.0,1954.0,0.0,98166,47.4147,-122.337,1940.0,14400.0
354,2015-03-24,252000.0,9262800171,355,4,1,1550.0,19800.0,1,0,0,4,7,1050.0,500.0,1969.0,0.0,98001,47.3117,-122.27,1640.0,22654.0
355,2014-06-04,375000.0,6607000126,356,4,1,2200.0,7475.0,1,0,0,5,7,1100.0,1100.0,1955.0,0.0,98118,47.543,-122.28,1600.0,5766.0
356,2014-08-06,300000.0,5416510830,357,4,2,1910.0,4862.0,2,0,0,3,7,1910.0,0.0,2005.0,0.0,98038,47.3607,-122.034,2010.0,5091.0
358,2014-05-05,900000.0,325059171,359,3,1,1330.0,77972.0,1,0,0,3,7,1330.0,0.0,1928.0,19540.0,98033,47.6891,-122.159,1340.0,17689.0
360,2014-06-05,463000.0,3211290370,361,3,2,1640.0,29970.0,2,0,0,3,7,1640.0,0.0,1992.0,0.0,98053,47.6359,-121.974,1580.0,28399.0
361,2014-08-28,380000.0,1072010350,362,5,2,2760.0,11340.0,2,0,0,4,9,2760.0,0.0,1978.0,0.0,98059,47.4769,-122.141,2470.0,11340.0
362,2014-12-10,329500.0,8856950070,363,4,2,1820.0,7912.0,2,0,0,3,7,1820.0,0.0,1994.0,0.0,98038,47.3845,-122.029,1820.0,8168.0
364,2014-09-17,795000.0,7855801090,365,5,2,3040.0,9570.0,1,0,2,4,8,1640.0,1400.0,1966.0,0.0,98006,47.5651,-122.164,2920.0,8800.0
366,2015-03-26,673000.0,6116500075,367,4,2,2990.0,10400.0,2,0,0,3,9,2990.0,0.0,2002.0,0.0,98166,47.4508,-122.359,2140.0,17449.0
368,2015-04-23,785000.0,424069250,369,4,2,2440.0,69415.0,1,0,0,4,8,1910.0,530.0,1989.0,0.0,98075,47.5944,-122.042,2770.0,24361.0
369,2014-11-20,338000.0,3291800710,370,4,3,2090.0,7500.0,1,0,0,3,7,1370.0,720.0,1986.0,0.0,98056,47.4888,-122.182,1810.0,7650.0
370,2014-12-04,280000.0,6838700060,371,3,2,1430.0,7222.0,2,0,0,3,7,1430.0,0.0,1993.0,0.0,98056,47.5112,-122.19,1430.0,7220.0
373,2014-12-23,380000.0,7683900200,374,5,3,3450.0,9914.0,2,0,0,3,9,3450.0,0.0,2004.0,0.0,98023,47.2813,-122.345,2860.0,9721.0
374,2014-08-11,297000.0,8155830060,375,3,2,1450.0,7562.0,2,0,0,3,7,1450.0,0.0,1994.0,0.0,98056,47.5038,-122.189,1650.0,7625.0
375,2014-05-20,730000.0,98020310,376,4,2,3230.0,7331.0,2,0,0,3,10,3230.0,0.0,2004.0,0.0,98075,47.5823,-121.97,3480.0,7447.0
377,2014-10-27,275000.0,1545804860,378,3,3,1590.0,7750.0,1,0,0,3,7,1060.0,530.0,1997.0,0.0,98038,47.3624,-122.045,1680.0,7500.0
379,2015-04-21,435000.0,7132300695,380,3,1,1300.0,3348.0,1,0,0,3,7,1300.0,0.0,1904.0,20140.0,98144,47.592,-122.307,1590.0,2577.0
380,2014-09-16,270000.0,1726059053,381,2,1,1380.0,209959.0,1,0,0,1,6,1380.0,0.0,1954.0,0.0,98011,47.7461,-122.195,3130.0,19868.0
381,2014-08-05,950000.0,624111000,382,3,3,4040.0,14338.0,2,0,0,3,10,3030.0,1010.0,1986.0,0.0,98077,47.7268,-122.06,3360.0,14142.0
383,2015-01-21,560000.0,8563040160,384,4,2,2550.0,7800.0,1,0,0,3,8,1580.0,970.0,1968.0,0.0,98052,47.6283,-122.095,2420.0,8050.0
385,2014-11-11,799000.0,8651600160,386,4,2,2510.0,11585.0,2,0,0,4,8,2510.0,0.0,1969.0,0.0,98040,47.5483,-122.226,2450.0,9691.0
386,2014-06-25,365500.0,9517200030,387,3,2,1410.0,9600.0,1,0,0,4,7,1410.0,0.0,1983.0,0.0,98072,47.7591,-122.146,1410.0,9600.0
387,2014-05-15,252350.0,2460700700,388,3,2,1650.0,7352.0,1,0,0,3,7,1160.0,490.0,1979.0,0.0,98058,47.4612,-122.169,1710.0,7350.0
388,2014-09-05,403950.0,1223039290,389,4,2,2120.0,13780.0,2,0,0,3,8,2120.0,0.0,1993.0,0.0,98146,47.4987,-122.365,1880.0,12000.0
390,2014-12-10,345000.0,7972600860,391,4,1,1550.0,7620.0,1,0,0,3,7,1550.0,0.0,1957.0,0.0,98106,47.5287,-122.35,1450.0,7620.0
391,2014-09-17,490000.0,8857320070,392,3,2,1980.0,3128.0,2,0,0,4,9,1980.0,0.0,1979.0,0.0,98008,47.6109,-122.114,1950.0,2856.0
392,2014-06-18,330000.0,4047200695,393,3,2,1600.0,26977.0,2,0,0,3,8,1600.0,0.0,2005.0,0.0,98019,47.7736,-121.901,1790.0,27743.0
393,2014-05-12,927000.0,1653500070,394,4,2,3300.0,12090.0,2,0,0,3,8,3300.0,0.0,1953.0,0.0,98004,47.6294,-122.218,3180.0,12239.0
395,2015-04-30,330000.0,3649100320,396,2,1,1220.0,10000.0,1,0,0,5,7,1220.0,0.0,1950.0,0.0,98028,47.7405,-122.241,2000.0,9600.0
396,2015-03-09,530000.0,7375300160,397,5,2,2720.0,8800.0,1,0,0,4,7,1500.0,1220.0,1958.0,0.0,98008,47.5976,-122.118,2110.0,8800.0
398,2014-06-19,378750.0,1604601375,399,3,2,2160.0,3000.0,1,0,0,3,7,1260.0,900.0,1909.0,20110.0,98118,47.5644,-122.289,1060.0,3500.0
399,2014-06-19,269900.0,2473251090,400,4,1,1530.0,8750.0,1,0,0,4,7,1530.0,0.0,1968.0,0.0,98058,47.4556,-122.157,1390.0,8750.0
400,2015-03-06,557000.0,9126100861,401,3,3,1710.0,2096.0,2,0,0,3,8,1290.0,420.0,2008.0,0.0,98122,47.6055,-122.305,1630.0,1543.0
401,2014-08-25,360000.0,3420069065,402,4,1,3730.0,16980.0,1,0,0,4,7,2150.0,1580.0,1974.0,0.0,98022,47.1775,-122.022,1880.0,16963.0
402,2015-04-22,352000.0,6021501685,403,2,1,940.0,5000.0,1,0,0,4,7,940.0,0.0,1937.0,0.0,98117,47.6879,-122.385,1560.0,4500.0
404,2014-06-18,322500.0,8856950240,405,4,2,1820.0,6753.0,2,0,0,3,7,1820.0,0.0,1994.0,0.0,98038,47.3845,-122.032,1820.0,7107.0
406,2014-08-06,450000.0,7821200390,407,3,2,1290.0,1213.0,3,0,0,3,8,1290.0,0.0,2001.0,0.0,98103,47.6609,-122.344,1290.0,3235.0
407,2015-04-17,278500.0,8078520310,408,3,2,1570.0,5250.0,1,0,0,3,7,1570.0,0.0,1998.0,0.0,98092,47.3163,-122.188,1570.0,5250.0
408,2015-04-27,364950.0,1565950030,409,4,2,1930.0,6957.0,2,0,0,3,8,1930.0,0.0,1995.0,0.0,98055,47.4309,-122.191,2090.0,6996.0
409,2014-09-11,840000.0,1560930070,410,4,3,2840.0,40139.0,1,0,4,4,10,2840.0,0.0,1986.0,0.0,98038,47.401,-122.026,3180.0,36852.0
410,2015-03-18,268000.0,6700400140,411,3,2,1550.0,8134.0,2,0,0,3,7,1550.0,0.0,1991.0,0.0,98031,47.404,-122.191,1550.0,8134.0
411,2014-07-16,517534.0,2422029094,412,2,1,833.0,143947.0,1,0,0,3,5,833.0,0.0,2006.0,0.0,98070,47.3889,-122.482,1380.0,143947.0
413,2014-07-23,577500.0,1525200060,414,3,2,2000.0,7251.0,2,0,0,3,9,2000.0,0.0,1995.0,0.0,98034,47.7067,-122.2,2450.0,8118.0
414,2015-02-12,339000.0,1678400105,415,4,1,2390.0,7480.0,1,0,2,3,7,2390.0,0.0,1920.0,0.0,98178,47.504,-122.227,2850.0,6867.0
415,2014-09-09,570000.0,3426059070,416,3,1,2910.0,37461.0,1,0,0,4,7,1530.0,1380.0,1967.0,0.0,98052,47.7015,-122.164,2520.0,18295.0
416,2014-06-26,563500.0,824079032,417,4,1,2085.0,174240.0,1,0,0,3,7,1610.0,475.0,1964.0,0.0,98024,47.5753,-121.95,2690.0,174240.0
417,2015-01-05,423000.0,2697100140,418,4,2,2200.0,9351.0,1,0,0,5,7,1290.0,910.0,1962.0,0.0,98133,47.7448,-122.333,1910.0,8660.0
419,2014-07-10,1550000.0,8678500060,420,5,4,6070.0,171626.0,2,0,0,3,12,6070.0,0.0,1999.0,0.0,98024,47.5954,-121.95,4680.0,211267.0
420,2014-12-03,482000.0,625049299,421,2,1,950.0,3960.0,1,0,0,3,7,950.0,0.0,1941.0,0.0,98103,47.6885,-122.337,1320.0,4050.0
421,2014-07-30,625000.0,6073200075,422,3,1,1600.0,9135.0,1,0,0,5,7,1600.0,0.0,1955.0,0.0,98006,47.5724,-122.179,1580.0,9800.0
422,2014-12-19,538000.0,6388900710,423,3,2,2250.0,11632.0,2,0,0,3,8,2250.0,0.0,1988.0,0.0,98056,47.5272,-122.169,2360.0,11632.0
423,2015-01-07,380000.0,1442860160,424,3,2,2280.0,10255.0,2,0,0,4,8,2280.0,0.0,1985.0,0.0,98058,47.4334,-122.161,2310.0,10094.0
424,2014-07-17,375000.0,7942600310,425,2,1,940.0,5120.0,1,0,0,3,7,940.0,0.0,1909.0,0.0,98122,47.6073,-122.308,1300.0,5120.0
425,2015-04-03,245000.0,1545808560,426,3,2,1530.0,8500.0,1,0,0,5,7,1030.0,500.0,1996.0,0.0,98038,47.3592,-122.046,1850.0,8140.0
428,2014-05-06,397000.0,3754700160,429,4,2,1440.0,7680.0,1,0,0,3,7,1200.0,240.0,1971.0,0.0,98034,47.7245,-122.2,1460.0,9660.0
429,2015-05-12,365000.0,305500140,430,3,2,2200.0,4052.0,2,0,0,3,8,2200.0,0.0,2005.0,0.0,98058,47.4362,-122.178,2310.0,5082.0
430,2014-10-28,328500.0,5468750060,431,4,3,2290.0,8250.0,2,0,0,3,9,2290.0,0.0,1990.0,0.0,98042,47.3739,-122.156,2290.0,8250.0
431,2014-09-08,988000.0,2944010240,432,4,3,4040.0,19700.0,2,0,0,3,11,4040.0,0.0,1987.0,0.0,98052,47.7205,-122.127,3930.0,21887.0
432,2014-07-22,1000000.0,3454000060,433,4,2,2610.0,3277.0,1,0,0,5,8,1920.0,690.0,1922.0,0.0,98103,47.6636,-122.33,1810.0,3277.0
434,2014-09-19,525000.0,8564950390,435,4,2,2450.0,5280.0,2,0,0,3,8,2450.0,0.0,2003.0,0.0,98011,47.7734,-122.224,2300.0,4674.0
435,2014-09-16,749000.0,2268400350,436,4,2,1710.0,9627.0,1,0,0,3,9,1440.0,270.0,1976.0,20140.0,98006,47.559,-122.164,2140.0,9131.0
436,2014-08-21,722500.0,7504101040,437,5,2,4870.0,11800.0,2,0,0,3,10,3470.0,1400.0,1983.0,0.0,98074,47.633,-122.041,3180.0,11398.0
439,2014-09-16,578000.0,284000223,440,3,1,2120.0,10875.0,1,0,2,3,8,1540.0,580.0,1977.0,0.0,98146,47.504,-122.382,2460.0,11760.0
440,2014-09-23,227950.0,3353401710,441,3,1,1670.0,8230.0,1,0,0,5,7,1670.0,0.0,1954.0,0.0,98001,47.2613,-122.255,2077.0,4910.0
